Source database	Release date	Update date	Length	Isolate Lineage source	BioSample accession	Submitter Country	strain	name	region	country	date	host	authors	institution	sra_accession	passage_type	abbr_authors	division	location
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3516	oronasopharynx		Hong Kong	MT797708.1	HK11-33	Asia	Hong Kong	2011-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3516	oronasopharynx		Hong Kong	MT797707.1	HK11-32	Asia	Hong Kong	2011-02-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3516	oronasopharynx		Hong Kong	MT797706.1	HK09-31	Asia	Hong Kong	2009-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3516	oronasopharynx		Hong Kong	MT797705.1	HK09-30	Asia	Hong Kong	2009-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797704.1	HK06-29	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797703.1	HK06-28	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797702.1	HK06-27	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797701.1	HK06-26	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797700.1	HK06-25	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797699.1	HK06-24	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797698.1	HK06-23	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797697.1	HK05-22	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797696.1	HK05-21	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797695.1	HK05-20	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797694.1	HK05-19	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797693.1	HK05-18	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797692.1	HK05-17	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797691.1	HK05-16	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797690.1	HK05-15	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797689.1	HK05-14	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797688.1	HK05-13	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797687.1	HK05-12	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797686.1	HK05-11	Asia	Hong Kong	2005-12-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797685.1	HK05-10	Asia	Hong Kong	2005-11-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797684.1	HK05-09	Asia	Hong Kong	2005-11-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797683.1	HK05-08	Asia	Hong Kong	2005-11-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797682.1	HK05-07	Asia	Hong Kong	2005-11-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797681.1	HK05-06	Asia	Hong Kong	2005-10-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797680.1	HK05-05	Asia	Hong Kong	2005-04-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797679.1	HK05-04	Asia	Hong Kong	2005-03-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797678.1	HK05-03	Asia	Hong Kong	2005-02-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797677.1	HK04-02	Asia	Hong Kong	2004-06-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	3513	oronasopharynx		Hong Kong	MT797676.1	HK04-01	Asia	Hong Kong	2004-04-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797675.1	HK16-41	Asia	Hong Kong	2016-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797674.1	HK16-40	Asia	Hong Kong	2016-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797673.1	HK13-39	Asia	Hong Kong	2013-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797672.1	HK13-38	Asia	Hong Kong	2013-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797671.1	HK13-37	Asia	Hong Kong	2013-02-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797670.1	HK12-36	Asia	Hong Kong	2012-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797669.1	HK11-35	Asia	Hong Kong	2011-07-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797668.1	HK11-34	Asia	Hong Kong	2011-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797667.1	HK11-33	Asia	Hong Kong	2011-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797666.1	HK11-32	Asia	Hong Kong	2011-02-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797665.1	HK09-31	Asia	Hong Kong	2009-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797664.1	HK09-30	Asia	Hong Kong	2009-05-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
GenBank	2021-02-02T00:00:00Z	2021-02-02T00:00:00Z	2780	oronasopharynx		Hong Kong	MT797663.1	HK06-29	Asia	Hong Kong	2006-01-XX	Homo sapiens	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology			Lau et al		
